ID,Length,MolecularWeight,IsoelectricPoint,Aromaticity,InstabilityIndex,Gravy,ShannonEntropy
peptide_0,27,2897.7677000000003,10.066818809509275,0.0,2.237037037037035,0.0703703703703704,2.875076853935192
peptide_1,42,4344.804200000001,6.8675939559936525,0.14285714285714285,26.50476190476191,-0.2285714285714287,3.5411601379727022
peptide_7,29,3222.9073999999982,6.005914878845213,0.0,50.855172413793106,0.5172413793103448,3.578001151032271
peptide_11,13,1571.8151,4.3702592849731445,0.07692307692307693,86.80000000000001,0.0076923076923075965,2.9312089489103235
peptide_15,37,3894.6653000000006,8.787637138366701,0.02702702702702703,12.918918918918918,0.29459459459459464,3.3243559072004523
peptide_19,24,2569.2441999999996,9.70128307342529,0.125,35.2625,1.0583333333333333,3.1216535224393334
peptide_35,13,1497.7348,8.750052070617677,0.23076923076923078,36.93846153846154,0.8230769230769229,3.085055102756477
peptide_41,25,2765.0994999999994,10.289814949035645,0.12,43.084,-0.37599999999999995,3.3794705707972508
peptide_49,28,3529.034200000001,11.999967765808105,0.10714285714285714,101.46071428571427,-1.7535714285714288,3.23452992143947
peptide_54,24,2579.2589,9.70128307342529,0.125,15.020833333333336,1.2958333333333336,3.069773835029478
peptide_66,28,2880.4305000000004,9.9971284866333,0.07142857142857142,19.964285714285715,-0.02142857142857148,3.2483733344003465
peptide_71,26,2851.225099999999,9.70431308746338,0.15384615384615385,15.780769230769227,-0.05769230769230772,3.2287219294299225
peptide_79,46,4853.840800000001,10.03284397125244,0.043478260869565216,-2.902173913043483,0.13695652173913037,3.5427050978230183
peptide_86,21,2319.7630999999997,9.703023719787598,0.09523809523809523,2.8047619047619032,0.2857142857142857,3.6178096843744547
peptide_89,18,2523.9401000000007,11.999967765808105,0.3888888888888889,63.850000000000016,-1.1555555555555557,2.3244093931715555
peptide_97,22,2406.9826999999996,8.528603172302244,0.09090909090909091,1.4045454545454552,0.5227272727272727,2.754441845713345
peptide_101,24,2587.2396,9.503945350646973,0.08333333333333333,15.833333333333337,1.2583333333333335,3.2364405016961446
peptide_105,32,3575.235100000001,10.187954902648926,0.0625,41.95937500000001,-0.2656250000000001,3.691428031846024
peptide_109,14,1641.1154,8.9037446975708,0.14285714285714285,10.914285714285716,1.0785714285714285,3.039148671903071
peptide_110,33,3369.9719999999998,9.307703590393068,0.030303030303030304,15.372727272727273,0.4515151515151514,3.3512334229667196
peptide_114,20,2653.0807999999997,11.999967765808105,0.2,68.49000000000001,-1.055,3.0086949695628418
peptide_123,34,4138.8335,11.91022777557373,0.058823529411764705,70.69999999999999,-1.0088235294117645,3.1566175326696175
peptide_136,37,4453.3780000000015,11.537536048889162,0.08108108108108109,30.997297297297315,-1.1135135135135135,3.4892171361223405
peptide_144,21,2445.8831000000005,9.42091007232666,0.14285714285714285,9.314285714285713,-0.24761904761904777,3.4632805178108104
peptide_146,26,2924.2345,10.156494331359863,0.19230769230769232,47.50076923076923,-0.926923076923077,3.1996877947313282
peptide_154,33,3253.8304999999996,9.307703590393068,0.030303030303030304,35.74242424242424,0.5484848484848486,3.16512101538865
peptide_156,54,5227.9337,8.130510902404787,0.037037037037037035,27.861111111111118,0.1277777777777779,3.6506003952900494
peptide_165,16,1701.0218,8.122258949279786,0.0625,105.00625,0.7562499999999999,3.375
peptide_167,41,4688.479199999999,8.888207817077639,0.1951219512195122,45.402439024390254,-0.08048780487804874,3.646845529315215
peptide_169,24,2641.3499,9.70128307342529,0.125,22.499999999999996,1.066666666666667,3.2720552088742005
peptide_172,25,2680.2981999999997,7.957929039001465,0.08,29.379999999999995,1.3719999999999999,3.563074189428569
peptide_187,22,2527.9304999999995,11.999967765808105,0.09090909090909091,42.527272727272724,0.440909090909091,2.828781483140606
peptide_193,20,2144.594,8.750052070617677,0.1,56.735000000000014,1.2750000000000004,3.2037016960573483
peptide_196,13,1424.8566,10.477740287780762,0.0,-36.484615384615395,0.7076923076923076,2.3158243335257076
peptide_200,46,4801.5163999999995,8.942167854309083,0.06521739130434782,31.402173913043487,0.19130434782608693,3.7783298921984496
peptide_203,21,2455.9097000000006,11.5567476272583,0.047619047619047616,55.76190476190476,-0.7619047619047621,3.6304126608739975
peptide_207,20,2177.5495,9.499754905700684,0.15000000000000002,7.425000000000002,-0.24000000000000007,3.446439344671015
peptide_213,26,3026.3282000000013,10.73735446929932,0.11538461538461539,63.019230769230774,-1.4461538461538461,3.3001946428885267
peptide_225,17,1926.3901999999998,10.00138339996338,0.11764705882352941,5.7588235294117665,0.8058823529411764,3.2195282822995477
peptide_231,53,5200.617900000002,11.999967765808105,0.0,63.86415094339619,-1.5150943396226417,2.7982406667540687
peptide_244,25,2460.8680000000004,10.302063941955566,0.08,25.092000000000002,0.31599999999999995,3.1092750707107135
peptide_246,13,1375.6947,8.750052070617677,0.07692307692307693,-3.8307692307692314,1.6538461538461537,2.6535442970305683
peptide_247,33,3292.8219000000004,8.8212251663208,0.0,19.154545454545453,0.31212121212121197,3.4347148624262185
peptide_252,14,1546.8502,8.591073036193851,0.14285714285714285,4.9642857142857135,0.6714285714285714,3.039148671903071
peptide_259,24,2523.1113000000005,9.850656318664551,0.08333333333333333,11.483333333333334,0.9458333333333336,3.438721875540867
peptide_268,26,3131.7402,10.655737495422365,0.11538461538461539,31.861538461538466,-0.27692307692307705,3.671405583442497
peptide_271,24,2577.3077000000003,9.70128307342529,0.08333333333333333,39.75000000000001,1.2041666666666668,3.2720552088742005
peptide_278,21,2080.6229,9.390158653259277,0.047619047619047616,-1.5190476190476188,1.0904761904761904,2.855904922469693
peptide_279,12,1709.0984,11.999967765808105,0.16666666666666666,97.55833333333334,-0.20000000000000004,1.8879185026711327
peptide_281,14,1550.7542999999998,6.0014245986938475,0.21428571428571427,16.735714285714288,0.5142857142857143,2.8423709931771093
peptide_282,33,3236.7155,8.840114402770997,0.0,31.60606060606061,0.46060606060606046,3.366088725865904
peptide_286,33,3466.1442000000006,9.511359214782715,0.0,-1.006060606060606,0.033333333333333354,3.406845633985492
peptide_291,34,3603.9984000000004,10.46130084991455,0.029411764705882353,4.702941176470589,-1.5676470588235292,3.3959988705348416
peptide_298,24,2578.0557000000003,10.00138339996338,0.125,2.424999999999997,0.39166666666666655,3.355388542207534
peptide_305,28,2621.6939,8.74773120880127,0.17857142857142858,55.87500000000001,-0.7500000000000002,1.937193208607594
peptide_307,27,2698.1647000000003,9.825642585754395,0.037037037037037035,-0.6777777777777778,0.24444444444444433,3.0800993188718535
peptide_314,28,2864.491,9.243170738220215,0.0,-13.917857142857144,0.507142857142857,3.338804369244613
peptide_317,46,4832.839700000001,9.628046989440918,0.06521739130434782,-6.706521739130438,0.4652173913043478,3.370113042449151
